id,brand_name,items_Decribtion,ratings,prices,Category
209,MSI,"EVGA GeForce GT 1030 SC, 02G-P4-6332-KR, 2GB GDDR5, Passive, Low Profile",(7),"1,809.99",gpu
210,MSI,"EVGA GeForce RTX 2080 SUPER FTW3 GAMING, 08G-P4-3283-KR, 8GB GDDR6, iCX2 Technology, RGB LED, Metal Backplate",(2),263.99,gpu
211,ASUS,"EVGA GeForce RTX 2070 SUPER FTW3 GAMING, 08G-P4-3273-KR, 8GB GDDR6, iCX2 Technology, RGB LED, Metal Backplate",(22),"1,701.99",gpu
212,MSI,"EVGA GeForce GTX 1650 XC GAMING Video Card, 04G-P4-1153-KR, 4GB GDDR5",(23),"1,683.99",gpu
213,ASRock,MSI GeForce GTX 1660 Ti DirectX 12 GTX 1660 Ti GAMING 6G 6GB 192-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready Video Card,(78),"2,644.99",gpu
214,ASUS,ASUS AMD Radeon RX 5700 Overclocked 8G GDDR6 Dual Fan EVO Edition HDMI DisplayPort Gaming Graphics Card (DUAL-RX5700-O8G-EVO),(48),"2,757.99",gpu
215,GIGABYTE,GIGABYTE GeForce RTX 2080 SUPER DirectX 12 GV-N208SGAMINGOC WB-8GD 8GB 256-Bit GDDR6 PCI Express 3.0 x16 SLI Support ATX Video Card,(46),339.99,gpu
216,Sapphire Tech,"EVGA GeForce RTX 2080 SUPER GAMING Video Card, 08G-P4-3080-KR, 8GB GDDR6, Adjustable RGB LED",(15),"1,885.99",gpu
217,GIGABYTE,MSI GeForce GT 730 DirectX 12 N730-4GD3V2 4GB 128-Bit DDR3 PCI Express 2.0 x16 HDCP Ready ATX Video Card,(5),"1,397.99",gpu
218,GIGABYTE,"EVGA GeForce RTX 2080 Ti FTW3 ULTRA HYDRO COPPER GAMING, 11G-P4-2489-KR, 11GB GDDR6, RGB LED & iCX2 Technology - 9 Thermal Sensors",(6),"5,525.31",gpu
219,MSI,ASRock Phantom Gaming D2 Radeon RX 5600 XT DirectX 12 RX5600XT PGD2 6GO 6GB 192-Bit GDDR6 PCI Express 4.0 x16 HDCP Ready Video Card,(8),"1,736.18",gpu
220,MSI,ASUS GeForce GTX 1650 4GB Phoenix Fan Overclocked Edition HDMI DP DVI Graphics Card (PH-GTX1650-O4G),(30),"2,823.06",gpu
221,GIGABYTE,"EVGA GeForce RTX 2080 Ti GAMING Video Card, 11G-P4-2380-KR, 11GB GDDR6, RGB LED Logo, Metal Backplate",(8),"2,048.99",gpu
222,MSI,ASUS Dual GeForce RTX 2060 DirectX 12 DUAL-RTX2060-A6G 6GB 192-Bit GDDR6 PCI Express 3.0 HDCP Ready Video Card,(90),"3,236.23",gpu
223,GIGABYTE,GIGABYTE GeForce RTX 2060 DirectX 12 GV-N2060IXOC-6GD rev. 2.0 6GB 192-Bit GDDR6 PCI Express 3.0 x16 ITX Video Card,(1),"3,401.99",gpu
224,ASUS,GIGABYTE GeForce RTX 2060 DirectX 12 GV-N2060GAMINGOC PRO-6GD Ver 2.0 6GB 192-Bit GDDR6 PCI Express 3.0 x16 ATX Video Card,(6),"1,102.85",gpu
225,ASUS,ASUS ROG Strix Radeon RX 560 O4GB Gaming OC Edition GDDR5 DP HDMI DVI AMD Graphics Card (ROG-STRIX-RX560-O4G-GAMING),(5),"3,818.16",gpu
226,GIGABYTE,ASUS ROG STRIX AMD Radeon RX 5500 XT Overclocked 8G GDDR6 HDMI DisplayPort Gaming Graphics Card (ROG-STRIX-RX5500XT-O8G-GAMING),(26),755.99,gpu
227,Sapphire Tech,GIGABYTE Radeon RX 5500 XT DirectX 12 GV-R55XTGAMING OC-4GD 4GB 128-Bit GDDR6 PCI Express 4.0 x16 ATX Video Card,(10),860.71,gpu
228,MSI,GIGABYTE Radeon RX 5500 XT DirectX 12 GV-R55XTOC-4GD 4GB 128-Bit GDDR6 PCI Express 4.0 x16 ATX Video Card,(2),993.49,gpu
229,MSI,MSI N210-MD1G/D3 GeForce 210 Graphic Card - 589 MHz Core - 1 GB DDR3 SDRAM,(34),"1,954.54",gpu
230,MSI,ASUS GeForce RTX 2060 Overclocked 6G GDDR6 Dual-Fan EVO Edition VR Ready HDMI DisplayPort DVI Graphics Card (DUAL-RTX2060-O6G-EVO),(119),"1,091.57",gpu
231,EVGA,ASUS GeForce RTX 2080 8G GDDR6 Dual-Fan Edition VR Ready HDMI DP USB Type-C Graphics Card (DUAL-RTX2080-8G),(10),"1,826.46",gpu
232,MSI,ASUS AREZ RX 560 O2G OC Edition GDDR5 DP HDMI DVI AMD Graphics Card (AREZ-RX560-O2G-EVO),(24),"1,657.56",gpu
233,MSI,MSI G206S-GX RTX 2060 Super Gaming x 8GB GDDR6 Twin-Frozr Cooler,(30),"2,179.51",gpu
234,GIGABYTE,MSI R7 240 2GD3 LP Radeon R7 240 Graphic Card - 730 MHz Core - 780 MHz Boost Clock - 2 GB DDR3 SDRAM - Low-profile,(82),766.74,gpu
235,MSI,Asus ROG Strix ROG-STRIX-RTX2060S-A8G-GAMING GeForce RTX 2060 SUPER Graphic Card - 8 GB GDDR6,(5),744.09,gpu
236,GIGABYTE,MSI NVIDIA GeForce RTX 2060 SUPER VENTUS GP OC 8GB GDDR6 HDMI/3DisplayPort PCI-Express Video Card,(7),935.71,gpu
237,MSI,ASRock Phantom Gaming X Radeon VII DirectX 12 Radeon VII 16G 16GB 4096-Bit HBM2 PCI Express 3.0 x16 HDCP Ready Video Card,(18),"3,751.18",gpu
238,EVGA,Asus DUAL-RTX2080S-O8G-EVO-V2 GeForce RTX 2080 SUPER Graphic Card - 8 GB GDDR6,(112),"1,296.55",gpu
239,MSI,GIGABYTE GeForce GT 1030 DirectX 12 GV-N1030OC-2GI 2GB 64-Bit GDDR5 PCI Express x16 ATX Video Card,(4),491.99,gpu
240,MSI,CORSAIR Vengeance RGB Pro 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28...,(25),"1,856.77",gpu
241,EVGA,Kingston 16GB (2 x 8GB) 240-Pin DDR3 SDRAM DDR3L 1600 (PC3L 12800) Desktop Me...,(12),"1,661.32",gpu
242,MSI,CORSAIR Vengeance LPX 32GB (4 x 8GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600)...,(7),"3,277.58",gpu
243,GIGABYTE,CORSAIR Vengeance LPX 128GB (4 x 32GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 2560...,(21),"1,432.04",gpu
244,MSI,Sapphire 11293-03-40G NITRO+ AMD Radeon RX 5700 XT 8GB GDDR6 2HDMI/2DisplayPort PCI-Express 4.0 Video Card,(2),"1,868.05",gpu
245,GIGABYTE,Refurbished: GIGABYTE GeForce RTX 2070 DirectX 12 GV-N2070WF3-8GC 8GB 256-Bit GDDR6 PCI Express 3.0 x16 ATX Video Card,(19),777.91,gpu
246,MSI,GIGABYTE AORUS GeForce RTX 2080 TI DirectX 12 GV-N208TAORUS X-11GC Video Card,(36),"1,775.99",gpu
247,EVGA,MSI GeForce RTX 2060 DirectX 12 RTX 2060 GAMING 6G 6GB 192-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready Video Card,(74),"1,365.25",gpu
248,EVGA,MSI GeForce RTX 2080 SUPER DirectX 12 RTX 2080 Super Ventus OC 8GB 256-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready SLI Support Video Card,(26),"1,711.34",gpu
249,GIGABYTE,Refurbished: GIGABYTE GeForce RTX 2080 DirectX 12 GV-N2080GAMING OC-8GC 8GB 256-Bit GDDR6 PCI Express 3.0 x16 SLI Support ATX Video Card,(2),"3,672.25",gpu
250,EVGA,MSI GeForce RTX 2080 SUPER DirectX 12 RTX 2080 Super Gaming X TRIO 8GB 256-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready SLI Support Video Card,(7),166.40,gpu
251,MSI,Refurbished: GIGABYTE GeForce RTX 2080 Ti DirectX 12 GV-N208TGAMING OC-11GC 11GB 352-Bit GDDR6 PCI Express 3.0 x16 SLI Support ATX Video Card,(1),"3,112.19",gpu
252,GIGABYTE,ASUS TUF Gaming GeForce GTX 1660 SUPER Overclocked 6GB Edition HDMI DP DVI Gaming Graphics Card (TUF-GTX1660S-O6G-GAMING),(29),"1,593.24",gpu
253,MSI,ASUS ROG STRIX GeForce RTX 2080 SUPER Advanced Overclocked 8G GDDR6 HDMI DP 1.4 USB Type-C Gaming Graphics Card (ROG-STRIX-RTX2080S-A8G-GAMING),(6),932.12,gpu
254,EVGA,Refurbished: GIGABYTE GeForce GTX 1660 DirectX 12 GV-N1660GAMING OC-6GD 6GB 192-Bit GDDR5 PCI Express 3.0 x16 ATX Video Card,(14),200.78,gpu
255,GIGABYTE,Sapphire 11265-05-20G Radeon PULSE RX 580 8GB GDDR5 DUAL HDMI / DVI-D / DUAL DP OC  Graphic Cards,(1),718.99,gpu
256,EVGA,MSI GeForce GTX 1660 DirectX 12 GTX 1660 VENTUS XS 6G OC 6GB 192-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready Video Card,(23),993.74,gpu
257,EVGA,MSI GeForce RTX 2070 DirectX 12 RTX 2070 ARMOR 8G 8GB 256-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready Video Card,(33),641.79,gpu
258,EVGA,MSI GeForce GTX 1660 SUPER DirectX 12 GTX 1660 SUPER GAMING X 6GB 192-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready Video Card,(14),"2,820.99",gpu
259,Sapphire Tech,"EVGA GeForce RTX 2060 SC Ultra GAMING, 06G-P4-2067-KR, 6GB GDDR6, Dual HDB Fans",(2),"1,432.04",gpu
260,EVGA,MSI GeForce GTX 1660 Ti DirectX 12 GTX 1660 TI ARMOR 6G OC 6GB 192-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready Video Card,(28),724.64,gpu
261,Sapphire Tech,MSI GeForce RTX 2070 DirectX 12 RTX 2070 DUKE 8G OC 8GB 256-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready Video Card,(92),"1,432.04",gpu
262,ASUS,GIGABYTE GeForce GTX 1050 Ti DirectX 12 GV-N105TOC-4GD 4GB 128-Bit GDDR5 PCI Express 3.0 x16 ATX Video Cards,(5),333.11,gpu
263,EVGA,MSI GeForce GTX 1050 Ti DirectX 12 GTX 1050 TI 4GT LP 4GB 128-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready Low Profile Video Card,(45),"1,296.72",gpu
264,ASUS,"GIGABYTE GeForce GTX 1650 MINI ITX OC 4G Graphics Card, Mini ITX Form Factor, 4GB 128-Bit GDDR5, GV-N1650IXOC-4GD Video Card",(11),243.80,gpu
265,MSI,MSI GeForce RTX 2080 DirectX 12 RTX 2080 AERO 8G 8GB 256-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready SLI Support Video Card,(45),751.71,gpu
266,EVGA,"EVGA GeForce GTX 1660 Ti SC ULTRA GAMING, 06G-P4-1667-KR, 6GB GDDR6, Dual Fan, Metal Backplate",(19),234.01,gpu
267,MSI,Refurbished: MSI Radeon RX 580 DirectX 12 RX 580 ARMOR 4G OC 4GB 256-Bit GDDR5 PCI Express x16 HDCP Ready CrossFireX Support Video Card,(22),804.33,gpu
268,EVGA,MSI Radeon RX 580 DirectX 12 Radeon RX 580 8G V1 8GB 256-Bit GDDR5 PCI Express x16 HDCP Ready CrossFireX Support Video Card,(3),378.79,gpu
269,ASUS,EVGA GeForce GTX 1060 DirectX 12 06G-P4-6262-KR 6GB 192-Bit GDDR5 PCI Express 3.0 Video Card,(52),"1,454.59",gpu
270,GIGABYTE,MSI GeForce RTX 2080 DirectX 12 RTX 2080 VENTUS 8G 8GB 256-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready SLI Support Video Card,(3),"3,153.54",gpu
271,ASUS,"GIGABYTE GeForce GTX 1660 Ti WINDFORCE OC 6G Graphics Card, 2 x WINDFORCE Fans, 6GB 192-Bit GDDR6, GV-N166TWF2OC-6GD Video Card",(1),849.28,gpu
272,ASUS,MSI Radeon RX 5700 DirectX 12 RX 5700 8G 8GB 256-Bit GDDR6 PCI Express 4.0 HDCP Ready Video Card,(62),405.90,gpu
273,MSI,"GIGABYTE GeForce GTX 1650 WINDFORCE OC 4G Graphics Card, 2 x WINDFORCE Fans, 4GB 128-Bit GDDR5, GV-N1650WF2OC-4GD Video Card",(3),465.96,gpu
274,ASUS,Refurbished: MSI GeForce RTX 2070 DirectX 12 RTX 2070 GAMING Z 8G 8GB 256-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready Video Card,(62),"2,179.87",gpu
275,GIGABYTE,"EVGA GeForce RTX 2060 XC GAMING, 6GB GDDR6, HDB Fan Graphics Card 06G-P4-2063-KR",(3),384.93,gpu
276,MSI,"EVGA GeForce RTX 2060 XC ULTRA GAMING, 6GB GDDR6, Dual HDB Fans Graphics Card 06G-P4-2167-KR",(8),563.77,gpu
277,Sapphire Tech,"GIGABYTE AORUS GeForce RTX 2080 Super 8G Graphics Card, WINDFORCE Stack, 8GB 256-Bit GDDR6, GV-N208SAORUS-8GC Video Card",(26),377.99,gpu
278,ASUS,EVGA GeForce 210 DirectX 10.1 01G-P3-1313-KR 1GB 64-Bit DDR3 PCI Express 2.0 HDCP Ready Low Profile Ready Video Card,(76),"1,541.04",gpu
279,GIGABYTE,MSI GeForce RTX 2080 SUPER DirectX 12 RTX 2080 Super Aero 8GB 256-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready SLI Support Video Card,(34),"1,037.37",gpu
280,ASUS,CORSAIR Vengeance RGB Pro 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28...,(27),"3,570.76",gpu
281,EVGA,Kingston 16GB (2 x 8GB) 240-Pin DDR3 SDRAM DDR3L 1600 (PC3L 12800) Desktop Me...,(9),220.74,gpu
282,GIGABYTE,CORSAIR Vengeance LPX 32GB (4 x 8GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600)...,(17),"1,998.99",gpu
283,ASUS,CORSAIR Vengeance LPX 128GB (4 x 32GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 2560...,(16),"1,696.23",gpu
284,ASUS,GIGABYTE GeForce RTX 2060 DirectX 12 GV-N2060WF2OC-6GD R2 6GB 192-Bit GDDR6 PCI Express 3.0 x16 ATX Video Card,(75),"1,195.46",gpu
285,MSI,MSI GeForce GTX 1650 DirectX 12 GTX 1650 GAMING X 4G 4GB 128-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready Video Card,(20),"1,097.51",gpu
286,ASUS,EVGA GeForce GT 710 DirectX 12 01G-P3-2711-KR 1GB 64-Bit DDR3 PCI Express 2.0 Low Profile Video Card,(23),"1,627.49",gpu
287,MSI,Refurbished: GIGABYTE GeForce GTX 1660 DirectX 12 GV-N1660OC-6GD 6GB 192-Bit GDDR5 PCI Express 3.0 x16 ATX Video Card,(3),"1,229.07",gpu
288,Sapphire Tech,"EVGA GeForce GTX 1660 XC Ultra GAMING, 06G-P4-1167-KR, 6GB GDDR5, Dual HDB Fans",(1),"1,030.79",gpu
289,EVGA,"EVGA GeForce GTX 1650 XC Black GAMING Video Card, 04G-P4-1151-KR, 4GB GDDR5",(4),453.99,gpu
290,MSI,"EVGA GeForce RTX 2080 FTW3 ULTRA GAMING, 08G-P4-2287-KR, 8GB GDDR6, iCX2 & RGB LED",(7),"4,232.75",gpu
291,Sapphire Tech,"Sapphire Radeon NITRO+ RX 580 8GB GDDR5 PCI-E Dual HDMI / DVI-D / Dual DP w/ Backplate (UEFI), 100411NT+8GL",(8),567.99,gpu
292,ASUS,"EVGA GeForce GTX 1650 SUPER SC ULTRA GAMING Video Card, 04G-P4-1357-KR, 4GB GDDR6, Dual Fan, Metal Backplate",(33),602.90,gpu
293,ASUS,Sapphire Radeon NITRO+ RX 580 4GB GDDR5 PCI-E Dual HDMI / DVI-D / Dual DP w/ Backplate (UEFI),(33),"4,901.35",gpu
294,GIGABYTE,ASUS Radeon R7 240 DirectX 11.2 R7240-2GD3-L 2GB 128-Bit DDR3 PCI Express 3.0 HDCP Ready Low Profile Video Card,(33),"1,860.53",gpu
295,Sapphire Tech,"EVGA GeForce GTX 1060 GAMING, ACX 2.0 (Single Fan), 03G-P4-6160-KR, 3GB GDDR5, DX12 OSD Support (PXOC), Only 6.8 Inches",(2),566.99,gpu
296,MSI,ASUS GeForce GT 710 2GB GDDR5 HDMI VGA DVI Graphics Card (GT710-SL-2GD5-CSM),(2),"1,578.63",gpu
297,EVGA,MSI GeForce GTX 1650 SUPER DirectX 12 GTX 1650 Super Ventus XS OC 4GB 128-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready Video Card,(2),"2,616.04",gpu
298,EVGA,EVGA GeForce GT 710 DirectX 12 02G-P3-2713-KR 2GB 64-Bit DDR3 PCI Express 2.0 Video Card,(61),650.22,gpu
299,ASUS,MSI Radeon RX 570 DirectX 12 RX 570 ARMOR 8G OC 8GB 256-Bit GDDR5 PCI Express x16 HDCP Ready CrossFireX Support ATX Video Card,(7),"2,668.66",gpu
300,GIGABYTE,EVGA GeForce GT 1030 DirectX 12 02G-P4-6338-KR 2GB 64-Bit GDDR5 PCI Express 3.0 Video Card,(5),"1,469.62",gpu
301,GIGABYTE,ASUS Radeon RX 580 O4G Dual-fan OC Edition GDDR5 DP HDMI DVI VR Ready AMD Graphics Card (DUAL-RX580-O4G),(9),860.59,gpu
302,MSI,"GIGABYTE GeForce RTX 2070 GAMING 8G Graphics Card, 3 x WINDFORCE Fans, 8GB 256-Bit GDDR6, GV-N2070GAMING-8GC Video Card",(1),"1,608.70",gpu
303,MSI,ASUS GeForce GTX 1650 SUPER Overclocked 4GB Phoenix Fan Edition HDMI DP DVI Graphics Card (PH-GTX1650S-O4G),(10),"1,067.24",gpu
304,MSI,ASUS GeForce GT 1030 2GB Phoenix Fan OC Edition HDMI DVI Graphics Card (PH-GT1030-O2G),(33),"2,073.05",gpu
305,GIGABYTE,MSI GeForce GT 1030 DirectX 12 GT 1030 2G LP OC 2GB 64-Bit GDDR5 PCI Express 3.0 x16 (uses x4) HDCP Ready Low Profile Video Card,(1),"1,308.00",gpu
306,ASUS,ASUS Turbo GeForce RTX 2070 SUPER TURBO-RTX2070S-8G-EVO 8GB 256-Bit GDDR6 PCI Express 3.0 HDCP Ready SLI Support Video Card,(3),710.36,gpu
307,GIGABYTE,"GIGABYTE GeForce GT 1030 Low Profile 2GB, GV-N1030D5-2GL",(6),800.57,gpu
308,GIGABYTE,MSI GeForce GT 730 DirectX 12 N730K-2GD5LP/OC 2GB 64-Bit GDDR5 PCI Express 2.0 x16 HDCP Ready Video Card,(6),"3,844.44",gpu
309,GIGABYTE,Refurbished: SAPPHIRE PULSE Radeon RX 570 DirectX 12 11266-04 4GB 256-Bit GDDR5 PCI Express 3.0 CrossFireX Support ATX Video Card,(16),856.95,gpu
310,GIGABYTE,ASUS Dual GeForce GTX 1060 DirectX 12 DUAL-GTX1060-O3G 3GB 192-Bit GDDR5 PCI Express 3.0 HDCP Ready Video Card,(67),"3,602.46",gpu
311,EVGA,GIGABYTE GeForce GTX 1060 Mini ITX OC 3GB GV-N1060IXOC-3GD Video Card,(192),"1,138.86",gpu
312,GIGABYTE,ASUS GeForce RTX 2080 Advanced Overclocked 8G GDDR6 Dual-Fan Edition VR Ready HDMI DP USB Type-C Graphics Card (DUAL-RTX2080-A8G),(29),"1,375.66",gpu
313,Sapphire Tech,EVGA GeForce GT 710 DirectX 12 02G-P3-2717-KR 2GB 64-Bit DDR3 PCI Express 2.0 Video Card,(32),994.64,gpu
314,ASUS,Refurbished: GIGABYTE GeForce RTX 2080 DirectX 12 GV-N2080TURBO-8GC 8GB 256-Bit GDDR6 PCI Express 3.0 x16 SLI Support ATX Video Cards,(1),353.28,gpu
315,ASUS,ASUS Turbo GeForce RTX 2060 SUPER TURBO-RTX2060S-8G-EVO 8GB 256-Bit GDDR6 PCI Express 3.0 HDCP Ready Video Card,(25),"1,133.99",gpu
316,Sapphire Tech,ASUS ROG Strix GeForce GTX 1660 SUPER Advanced 6GB Edition GDDR6 HDMI 2.0 DP 1.4 Gaming Graphics Card (ROG-STRIX-GTX1660S-A6G-GAMING),(1),"1,623.73",gpu
317,MSI,MSI Radeon RX 580 DirectX 12 RX 580 ARMOR 4G OC 4GB 256-Bit GDDR5 PCI Express x16 HDCP Ready CrossFireX Support Video Card,,"1,118.88",gpu
318,Sapphire Tech,ASUS Phoenix GeForce GTX 1060 PH-GTX1060-6G 6GB 192-Bit GDDR5 PCI Express 3.0 HDCP Ready Video Card,,"1,379.11",gpu
319,ASUS,MSI GeForce GTX 1050 DirectX 12 GTX 1050 GAMING X 2G 2GB 128-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready ATX Video Card,,"1,851.94",gpu
320,EVGA,CORSAIR Vengeance RGB Pro 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28...,,326.92,gpu
321,MSI,Kingston 16GB (2 x 8GB) 240-Pin DDR3 SDRAM DDR3L 1600 (PC3L 12800) Desktop Me...,,"1,503.45",gpu
322,MSI,CORSAIR Vengeance LPX 32GB (4 x 8GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600)...,,851.40,gpu
323,EVGA,CORSAIR Vengeance LPX 128GB (4 x 32GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 2560...,,414.75,gpu
324,ASUS,"Sapphire NITRO+ Radeon RX 570 8GB GDDR5 PCI-E Dual HDMI / DVI-D / Dual DP w/ Backplate (UEFI), 100412NT+8GL",,616.39,
